age,income,credit_score,loan_amount,employment_type,marital_status,education,default
55,61347,726,492943,Salaried,Married,Master,0
24,23121,720,379494,Salaried,Married,High School,1
22,103793,621,333548,Salaried,Divorced,Bachelor,1
60,48164,465,121751,Self-Employed,Single,Bachelor,1
62,45491,760,395951,Salaried,Married,Master,0
68,79222,758,186353,Unemployed,Single,Bachelor,1
48,43165,488,435362,Salaried,Divorced,Master,1
40,134250,763,53231,Self-Employed,Married,Bachelor,0
59,23748,678,165104,Salaried,Divorced,Bachelor,1
27,118581,301,295449,Salaried,Divorced,Bachelor,0
49,46553,663,59306,Self-Employed,Single,Master,0
60,136547,371,224248,Salaried,Single,High School,0
47,80380,726,126139,Unemployed,Single,Bachelor,0
56,64331,469,23318,Self-Employed,Married,Bachelor,1
48,116033,504,149318,Salaried,Married,Bachelor,1
35,116844,636,432060,Self-Employed,Married,High School,0
53,140617,771,168674,Self-Employed,Married,High School,0
19,59560,494,288728,Self-Employed,Married,Bachelor,1
31,73865,574,252399,Salaried,Married,Bachelor,1
30,66686,306,20169,Salaried,Single,Bachelor,0
46,95910,477,30968,Self-Employed,Single,Master,0
29,24675,541,404601,Self-Employed,Married,Bachelor,1
56,86706,502,209830,Salaried,Married,Bachelor,0
19,126985,842,389828,Salaried,Divorced,Master,0
49,129021,761,120391,Salaried,Married,Bachelor,0
30,144062,379,292588,Salaried,Married,PhD,0
63,147359,822,239856,Self-Employed,Married,Bachelor,0
44,97986,716,373225,Self-Employed,Single,Master,0
66,96216,683,67497,Salaried,Single,Master,0
58,30068,690,10362,Self-Employed,Single,Master,0
34,74460,425,366398,Salaried,Single,PhD,1
57,120766,793,144322,Self-Employed,Married,High School,0
48,66418,346,73354,Salaried,Married,High School,0
51,46206,775,41368,Salaried,Married,Master,0
41,148180,763,49109,Self-Employed,Married,Bachelor,0
62,20287,422,478805,Salaried,Single,Master,1
52,42337,773,193717,Salaried,Married,High School,0
65,40666,433,455213,Salaried,Married,Master,1
23,136595,322,32426,Salaried,Divorced,High School,1
36,21161,534,384776,Salaried,Divorced,Bachelor,1
47,134817,358,117637,Salaried,Married,PhD,0
24,141025,463,44023,Unemployed,Married,High School,1
27,120667,515,389412,Self-Employed,Single,Bachelor,1
58,110071,482,457483,Salaried,Single,High School,0
49,118064,389,160964,Self-Employed,Divorced,Master,1
51,58751,610,457448,Salaried,Married,Master,1
45,102063,556,376355,Salaried,Married,Master,0
32,126511,832,99897,Salaried,Divorced,Bachelor,0
47,109389,832,457441,Salaried,Married,Bachelor,0
54,34758,351,152079,Self-Employed,Single,High School,1
46,85780,637,84777,Salaried,Single,Bachelor,0
39,135614,470,49858,Self-Employed,Single,Bachelor,1
21,23178,366,443289,Salaried,Married,Master,1
37,51831,599,225510,Salaried,Married,Bachelor,0
49,22176,531,357186,Self-Employed,Divorced,High School,1
53,123306,367,350242,Salaried,Married,Bachelor,0
67,53654,805,25239,Salaried,Single,Bachelor,0
21,143220,327,461185,Salaried,Single,High School,1
44,46627,350,411281,Salaried,Married,High School,1
34,72550,559,378095,Unemployed,Divorced,High School,1
29,132025,483,46291,Salaried,Single,Master,0
39,64910,322,43805,Salaried,Divorced,Bachelor,1
34,110417,428,103831,Self-Employed,Married,Master,0
27,78251,590,154515,Salaried,Single,Bachelor,0
18,55422,800,14290,Salaried,Divorced,Master,0
39,31984,485,398427,Salaried,Single,High School,1
43,109312,778,350778,Salaried,Married,Bachelor,0
35,81386,791,286216,Salaried,Single,Bachelor,0
67,103291,812,310434,Salaried,Divorced,High School,0
31,27135,366,90186,Self-Employed,Divorced,PhD,1
64,20320,766,282259,Salaried,Divorced,Master,1
46,122958,584,10149,Salaried,Single,Bachelor,0
29,114171,716,309136,Salaried,Single,Bachelor,0
53,41684,399,284860,Salaried,Married,Bachelor,1
52,75913,488,364868,Unemployed,Single,Master,1
69,108774,687,18621,Salaried,Married,Master,0
29,41889,540,405036,Salaried,Married,High School,1
24,115849,716,265800,Salaried,Single,High School,0
46,118071,475,380209,Salaried,Married,Bachelor,1
28,68899,686,441016,Self-Employed,Divorced,Bachelor,1
50,144011,770,453259,Salaried,Divorced,Bachelor,0
23,30770,532,297543,Salaried,Married,Master,1
64,59321,751,124374,Salaried,Married,Master,0
32,105962,576,412218,Salaried,Single,Bachelor,1
49,129863,528,310242,Salaried,Single,Master,0
68,61777,470,312655,Salaried,Married,High School,1
28,66250,512,320387,Unemployed,Divorced,Bachelor,1
40,93034,581,382275,Salaried,Single,PhD,0
43,124940,340,295894,Unemployed,Single,Bachelor,1
51,60130,421,227682,Salaried,Single,Bachelor,1
63,101931,526,415526,Self-Employed,Single,High School,1
51,69346,593,322542,Salaried,Single,Master,0
46,22537,566,218614,Self-Employed,Married,Bachelor,1
21,104762,840,473423,Salaried,Married,Master,0
34,35216,750,253797,Salaried,Single,High School,0
52,104149,748,311489,Self-Employed,Single,High School,0
30,23009,360,98430,Salaried,Married,Bachelor,0
58,109904,801,119921,Salaried,Married,Bachelor,0
56,49327,446,96729,Salaried,Single,Master,0
32,34209,633,56843,Salaried,Divorced,Master,0
46,68443,441,146294,Salaried,Married,Bachelor,0
46,35029,343,487538,Salaried,Married,High School,1
28,87613,443,429725,Salaried,Divorced,Bachelor,0
69,99443,632,136458,Salaried,Married,Master,0
49,76997,796,331478,Salaried,Divorced,High School,0
19,122171,695,334314,Salaried,Divorced,Master,0
64,134456,354,45878,Salaried,Single,High School,1
31,82559,606,205741,Unemployed,Divorced,Master,1
37,84892,722,174421,Salaried,Single,Master,0
39,90409,716,236343,Unemployed,Single,Bachelor,1
28,28635,624,420168,Self-Employed,Divorced,Master,1
44,53065,379,95352,Unemployed,Divorced,Master,1
20,131399,330,419745,Self-Employed,Married,Master,1
34,140544,411,469519,Self-Employed,Single,Bachelor,1
61,127340,771,439737,Salaried,Married,Bachelor,0
45,53783,373,23383,Salaried,Married,Master,0
46,54152,778,140973,Salaried,Single,Master,0
38,78741,686,310033,Unemployed,Divorced,Master,1
64,127049,732,19633,Unemployed,Married,Bachelor,1
33,71502,711,67244,Self-Employed,Single,High School,0
54,49092,766,396321,Self-Employed,Single,PhD,0
37,37653,547,417379,Unemployed,Married,High School,1
23,117999,419,195091,Salaried,Married,PhD,0
36,119564,366,408923,Self-Employed,Single,Bachelor,1
22,60469,626,224184,Salaried,Married,Bachelor,0
20,143064,769,350741,Salaried,Single,Bachelor,0
18,106483,792,181173,Salaried,Married,PhD,0
55,141585,585,180778,Salaried,Married,Master,0
32,79754,611,213156,Self-Employed,Single,Master,0
51,49978,608,20115,Salaried,Married,Bachelor,0
52,107592,396,80379,Self-Employed,Married,High School,1
66,114543,412,238553,Salaried,Married,Master,1
42,63169,755,44979,Salaried,Married,Bachelor,0
41,68287,762,176713,Self-Employed,Divorced,Master,0
29,74745,431,74377,Self-Employed,Divorced,Master,1
35,130168,420,257858,Salaried,Single,Bachelor,0
32,133985,496,11416,Salaried,Married,Master,0
61,140843,781,408849,Salaried,Single,Master,0
33,25543,338,395929,Unemployed,Single,PhD,1
44,76392,811,136666,Self-Employed,Single,Bachelor,0
25,41067,773,412609,Salaried,Divorced,Master,0
63,71033,460,433596,Salaried,Married,Bachelor,1
42,65256,588,181128,Self-Employed,Single,High School,0
34,110633,499,486495,Self-Employed,Single,High School,1
46,128383,827,397508,Self-Employed,Divorced,High School,0
25,129048,802,364651,Salaried,Married,High School,0
32,89345,547,123243,Self-Employed,Married,High School,1
44,42191,682,403077,Self-Employed,Divorced,Master,1
63,106803,517,108070,Self-Employed,Married,Bachelor,1
67,92742,386,41126,Salaried,Single,Bachelor,0
69,138843,381,85382,Self-Employed,Married,Bachelor,1
24,106593,361,227785,Self-Employed,Divorced,Bachelor,1
20,48992,799,431898,Self-Employed,Divorced,High School,1
46,132050,341,23228,Salaried,Single,Bachelor,0
61,101531,311,498515,Salaried,Single,Master,1
41,68803,414,29009,Salaried,Single,Master,0
20,129975,517,267238,Salaried,Married,Bachelor,0
37,83477,405,85636,Salaried,Married,Bachelor,0
63,33210,827,188293,Salaried,Single,Bachelor,1
32,103329,771,103453,Salaried,Married,Bachelor,0
42,46270,686,415646,Self-Employed,Married,Bachelor,1
47,82008,525,433787,Salaried,Married,Master,1
31,25197,780,59486,Salaried,Divorced,High School,0
24,133857,707,357654,Self-Employed,Married,Master,0
34,27452,756,494881,Salaried,Married,Bachelor,0
61,61486,320,198366,Salaried,Married,Bachelor,1
37,34859,502,265243,Salaried,Divorced,Master,1
53,47236,716,25860,Salaried,Single,Bachelor,0
26,51899,715,339956,Salaried,Divorced,Bachelor,1
55,52083,747,333231,Salaried,Single,High School,0
65,87708,811,249856,Unemployed,Single,Bachelor,0
39,131462,384,406702,Salaried,Single,Bachelor,1
19,36663,466,219135,Salaried,Divorced,High School,1
41,113076,683,54607,Self-Employed,Married,High School,0
25,138665,767,407961,Salaried,Single,Master,0
28,39053,371,373808,Salaried,Divorced,High School,1
30,31085,820,214605,Self-Employed,Married,High School,0
34,50564,772,23330,Salaried,Divorced,Bachelor,0
25,109745,557,387947,Unemployed,Single,PhD,1
38,79095,574,176150,Salaried,Single,Master,0
35,89517,319,191404,Self-Employed,Married,PhD,0
47,41153,789,452748,Salaried,Married,Bachelor,0
35,25247,789,257134,Salaried,Married,Bachelor,0
63,30553,625,226437,Self-Employed,Married,Master,1
64,40811,828,310480,Unemployed,Married,Bachelor,1
48,115381,388,13070,Self-Employed,Single,High School,1
55,26135,785,6320,Self-Employed,Married,Bachelor,0
49,25573,649,356187,Unemployed,Married,Bachelor,1
28,138819,383,306065,Salaried,Single,Master,0
62,144588,686,11589,Salaried,Single,Bachelor,0
42,99267,386,462625,Salaried,Married,High School,1
50,27189,606,360139,Self-Employed,Divorced,PhD,1
55,100077,453,20589,Self-Employed,Single,Bachelor,1
58,63646,739,41375,Self-Employed,Single,Bachelor,0
25,96623,563,48085,Unemployed,Single,PhD,1
28,131971,720,65840,Self-Employed,Divorced,High School,0
39,73687,792,179272,Salaried,Married,Master,0
68,88312,710,103704,Salaried,Divorced,Bachelor,0
41,127615,472,424948,Unemployed,Divorced,Master,1
58,47564,303,364191,Salaried,Married,PhD,1
34,48835,771,420642,Salaried,Single,Bachelor,0
29,81587,409,35982,Salaried,Married,High School,0
63,27697,336,326864,Salaried,Single,High School,1
49,100165,330,414962,Self-Employed,Single,Bachelor,1
32,93922,680,295658,Salaried,Single,Master,0
33,37046,567,200961,Unemployed,Married,Bachelor,1
39,77823,310,402067,Salaried,Married,Bachelor,1
45,93580,643,418012,Self-Employed,Married,Master,1
37,73370,843,81034,Self-Employed,Married,High School,0
50,29615,465,461014,Self-Employed,Single,Master,1
27,133338,641,365532,Unemployed,Married,Bachelor,1
57,25060,781,461201,Salaried,Married,High School,0
49,96436,318,432808,Salaried,Single,High School,1
67,80519,483,49845,Salaried,Married,PhD,1
50,140562,844,414146,Self-Employed,Married,Bachelor,0
19,91117,309,259259,Unemployed,Single,Bachelor,1
50,81158,491,377997,Salaried,Single,Bachelor,1
50,54782,619,113417,Self-Employed,Divorced,Master,0
58,105709,774,118436,Salaried,Single,Bachelor,0
30,98533,726,243198,Salaried,Married,Master,0
47,128939,358,288303,Self-Employed,Divorced,Bachelor,1
50,78255,735,493288,Salaried,Married,High School,0
30,131952,396,94788,Salaried,Single,Bachelor,0
69,92684,795,29003,Self-Employed,Divorced,High School,0
43,76918,577,110722,Self-Employed,Married,PhD,0
39,146093,564,302283,Salaried,Married,High School,0
56,104284,308,241444,Self-Employed,Married,Master,1
19,99558,756,319596,Salaried,Married,Bachelor,0
55,105549,572,27205,Salaried,Divorced,Master,0
56,124223,307,232131,Self-Employed,Divorced,High School,0
43,101422,507,61955,Salaried,Married,PhD,0
63,140363,422,246235,Salaried,Divorced,High School,0
67,146352,332,274608,Salaried,Divorced,Master,1
32,45256,812,218718,Self-Employed,Divorced,Bachelor,0
51,50005,503,208729,Salaried,Married,Bachelor,0
59,26638,817,276984,Salaried,Single,Bachelor,0
61,57419,816,307912,Salaried,Married,Master,0
66,53377,742,407677,Salaried,Single,High School,0
57,126244,638,288071,Salaried,Married,Master,0
28,63116,737,488150,Salaried,Single,Bachelor,0
20,56634,744,365766,Self-Employed,Divorced,PhD,0
23,102291,435,20329,Self-Employed,Married,Master,1
26,43382,686,20791,Self-Employed,Married,High School,0
23,135303,324,319771,Salaried,Married,Bachelor,1
26,76063,805,396029,Salaried,Single,High School,0
56,42394,624,150444,Salaried,Married,Bachelor,1
48,87789,637,491106,Salaried,Married,Bachelor,1
49,123246,394,184541,Salaried,Divorced,Master,0
58,130634,844,376698,Self-Employed,Single,Master,0
67,20864,445,135436,Salaried,Single,High School,1
29,119572,530,92073,Salaried,Married,Bachelor,0
25,60222,794,254894,Salaried,Single,Bachelor,0
25,33666,337,301514,Salaried,Single,Bachelor,1
67,143664,724,56408,Unemployed,Single,High School,1
45,40955,736,358085,Salaried,Married,Master,0
37,130674,667,421919,Self-Employed,Single,PhD,0
64,123533,644,151306,Salaried,Married,Bachelor,0
24,101845,459,143604,Self-Employed,Divorced,Bachelor,1
28,136925,849,302560,Salaried,Married,Bachelor,0
37,89590,840,77439,Unemployed,Married,PhD,0
33,147775,443,23242,Salaried,Married,High School,0
21,86471,644,186326,Salaried,Single,Bachelor,0
23,130476,568,346468,Salaried,Single,Master,0
39,108314,567,302393,Salaried,Single,High School,0
43,142579,468,367268,Salaried,Married,Bachelor,0
20,63298,332,362193,Self-Employed,Married,High School,1
58,83108,676,244647,Salaried,Divorced,Master,0
59,133864,513,352222,Salaried,Divorced,Bachelor,1
31,68924,739,299438,Self-Employed,Single,PhD,0
28,36709,791,195856,Salaried,Married,PhD,0
35,29726,692,401900,Salaried,Single,Master,0
29,80824,788,422011,Unemployed,Married,Bachelor,1
40,60542,328,196373,Unemployed,Single,Master,1
29,40245,338,467403,Self-Employed,Divorced,High School,1
30,54753,472,146503,Self-Employed,Divorced,Bachelor,1
42,99788,316,473883,Salaried,Single,High School,1
62,41316,355,356771,Unemployed,Married,Master,1
68,122907,525,95381,Salaried,Married,Master,1
36,104698,366,357171,Salaried,Married,PhD,1
63,35960,496,257641,Self-Employed,Married,Master,1
53,50791,322,191444,Salaried,Married,Master,1
62,127766,536,337510,Salaried,Divorced,Master,1
25,45216,437,99176,Salaried,Married,PhD,0
46,52467,772,124667,Salaried,Married,Bachelor,0
49,84427,528,340014,Salaried,Divorced,High School,1
68,132470,616,52387,Salaried,Divorced,Bachelor,0
61,82047,500,188999,Salaried,Married,Bachelor,1
35,93290,557,276448,Salaried,Single,Master,0
23,67014,779,284176,Salaried,Married,PhD,0
35,24078,477,96291,Salaried,Divorced,PhD,1
36,98389,422,380033,Unemployed,Single,Bachelor,1
39,70519,641,64486,Salaried,Married,High School,0
54,24042,470,70552,Self-Employed,Single,Bachelor,1
49,69052,358,472060,Salaried,Married,High School,1
58,34389,764,427870,Salaried,Divorced,Bachelor,0
20,115961,559,44244,Salaried,Married,Master,0
45,88111,672,404158,Salaried,Married,Bachelor,0
27,125058,394,55697,Salaried,Divorced,Bachelor,0
68,113715,424,393175,Salaried,Single,High School,1
52,70733,340,269837,Salaried,Divorced,Bachelor,0
46,54754,553,192823,Salaried,Married,Master,1
32,38624,306,86098,Self-Employed,Married,Master,0
50,105886,770,11259,Unemployed,Married,High School,0
24,46681,810,124746,Salaried,Married,Master,0
29,109524,368,112772,Self-Employed,Divorced,Bachelor,0
66,101006,380,122928,Self-Employed,Divorced,Master,1
47,44704,841,403158,Salaried,Divorced,High School,0
38,124272,561,52419,Self-Employed,Single,Master,1
48,114913,388,369236,Unemployed,Married,High School,1
41,114108,507,323249,Salaried,Married,Master,0
37,143731,512,201979,Self-Employed,Divorced,Master,1
54,27493,565,163455,Self-Employed,Married,Bachelor,1
21,89639,592,28404,Salaried,Divorced,PhD,0
45,120380,506,339800,Salaried,Divorced,High School,0
61,74383,632,141774,Unemployed,Married,Master,1
37,22994,376,472099,Self-Employed,Divorced,Bachelor,1
41,89280,587,105965,Salaried,Divorced,Master,0
67,67234,346,61332,Salaried,Divorced,Master,0
66,67291,499,175491,Unemployed,Married,High School,1
68,148674,726,226648,Salaried,Divorced,Bachelor,0
49,112868,509,108182,Self-Employed,Single,Bachelor,1
58,25594,719,378539,Salaried,Married,Master,0
53,125835,453,369763,Salaried,Single,PhD,0
51,27371,821,486294,Salaried,Single,High School,0
53,67315,714,113269,Salaried,Divorced,Bachelor,0
19,103564,652,340988,Salaried,Married,Master,0
32,147251,456,437458,Salaried,Single,Bachelor,0
51,121448,560,392127,Self-Employed,Married,PhD,1
53,99526,376,39142,Salaried,Divorced,High School,0
23,132387,787,114699,Self-Employed,Divorced,Bachelor,0
56,36626,430,101226,Salaried,Single,Master,0
59,106005,754,274537,Salaried,Divorced,Bachelor,0
68,126258,462,206011,Salaried,Married,Master,0
68,125573,314,205154,Salaried,Married,High School,1
29,27130,531,107281,Unemployed,Married,Bachelor,1
20,26828,494,427109,Self-Employed,Divorced,Master,1
62,77514,841,14388,Salaried,Divorced,Bachelor,0
35,127148,658,67969,Self-Employed,Single,High School,0
57,132524,630,41660,Salaried,Married,PhD,0
38,124635,726,94244,Salaried,Married,PhD,0
32,72664,796,422942,Salaried,Married,PhD,0
50,131701,785,84544,Self-Employed,Married,PhD,0
52,37883,748,237625,Salaried,Married,High School,0
43,63059,712,199068,Self-Employed,Married,High School,0
25,104078,629,398327,Salaried,Single,High School,0
53,62932,446,120370,Salaried,Married,Master,0
65,149900,558,22545,Unemployed,Married,Master,1
47,81269,591,438384,Salaried,Married,Master,1
40,139850,442,138451,Self-Employed,Divorced,PhD,1
59,95986,664,231845,Self-Employed,Single,Bachelor,0
61,105959,389,354490,Unemployed,Married,High School,1
31,22035,463,177192,Salaried,Married,High School,1
31,129767,780,284953,Salaried,Single,High School,0
19,60745,383,451029,Self-Employed,Single,Bachelor,1
54,37241,376,472221,Salaried,Divorced,Bachelor,1
22,72975,816,295111,Salaried,Married,Master,0
55,43154,784,407964,Salaried,Married,High School,0
62,45625,403,28424,Salaried,Married,Master,0
58,64950,751,484728,Salaried,Divorced,Bachelor,0
64,118602,786,422130,Salaried,Married,PhD,0
31,76396,638,231675,Salaried,Divorced,Master,0
56,119227,777,375555,Salaried,Married,PhD,0
42,138920,522,214550,Salaried,Married,Bachelor,0
37,33331,308,417707,Self-Employed,Single,High School,1
19,83927,352,185526,Self-Employed,Divorced,Bachelor,1
56,106226,376,337213,Salaried,Married,High School,0
